1674843082.555,2023-01-27 18:11:22.555,0,1.497,23.75000000174623,0,24.965767074041775,null_state
1674843083.093,2023-01-27 18:11:23.093,0,1.764,23.75000000174623,0,24.965767074041775,null_state
1674843083.623,2023-01-27 18:11:23.623,0,2.093,16.999999998370185,0,24.948601284080013,null_state
1674843084.154,2023-01-27 18:11:24.154,0,1.492,16.999999998370185,0,24.948601284080013,null_state
1674843084.68,2023-01-27 18:11:24.680,0,1.513,12.749999997322448,0,24.960045144054522,null_state
1674843085.206,2023-01-27 18:11:25.206,0,2.104,9.249999999883585,0,24.94623358891287,null_state
1674843085.735,2023-01-27 18:11:25.735,0,2.271,9.249999999883585,0,24.94623358891287,null_state
1674843086.266,2023-01-27 18:11:26.266,0,1.696,11.499999999068677,0,24.947812052357634,null_state
1674843086.795,2023-01-27 18:11:26.795,0,1.481,11.499999999068677,0,24.947812052357634,null_state
1674843087.33,2023-01-27 18:11:27.330,0,2.308,8.750000002328306,0,24.929659722742894,null_state
1674843087.865,2023-01-27 18:11:27.865,0,1.502,8.750000002328306,0,24.929659722742894,null_state
1674843088.393,2023-01-27 18:11:28.393,0,1.575,9.499999997206032,0,24.950771671316556,null_state
1674843088.918,2023-01-27 18:11:28.918,0,1.523,9.499999997206032,0,24.950771671316556,null_state
1674843089.445,2023-01-27 18:11:29.445,0,1.853,15.000000002328306,0,24.95333667441429,null_state
1674843089.974,2023-01-27 18:11:29.974,0,1.544,15.000000002328306,0,24.95333667441429,null_state
1674843090.505,2023-01-27 18:11:30.505,0,1.617,13.500000000931323,0,24.968134769208913,null_state
1674843091.036,2023-01-27 18:11:31.036,0,1.487,13.500000000931323,0,24.968134769208913,null_state
1674843091.564,2023-01-27 18:11:31.564,0,1.508,13.500000000931323,0,24.964977842319396,null_state
1674843092.089,2023-01-27 18:11:32.089,0,1.523,13.500000000931323,0,24.964977842319396,null_state
1674843092.614,2023-01-27 18:11:32.614,0,1.518,7.500000001164153,0,24.90479892348793,null_state
1674843093.145,2023-01-27 18:11:33.145,0,1.502,7.500000001164153,0,24.90479892348793,null_state
1674843093.678,2023-01-27 18:11:33.678,0,2.093,10.250000000814907,0,24.89453891109699,null_state
