0.072045,0.104664,0.0,0.10503,0.0,0.122906,0.123121,warm_cpu_to_active_process,NONE
0.090174,0.106613,0.0,0.106892,0.0,0.124994,0.125143,warm_cpu_to_active_process,NONE
0.071499,0.088056,0.0,0.088455,0.0,0.106322,0.106532,warm_cpu_to_active_process,NONE
0.071247,0.0878,0.0,0.088095,0.0,0.105842,0.106053,warm_cpu_to_active_process,NONE
0.082951,0.09975,0.0,0.100191,0.0,0.118379,0.118609,warm_cpu_to_active_process,NONE
0.072952,0.08933,0.0,0.089629,0.0,0.107245,0.107426,warm_cpu_to_active_process,NONE
0.073644,0.090173,0.0,0.090625,0.0,0.108207,0.108406,warm_cpu_to_active_process,NONE
0.078089,0.094764,0.0,0.095023,0.0,0.112361,0.112544,warm_cpu_to_active_process,NONE
0.080026,0.096461,0.0,0.096729,0.0,0.114674,0.114831,warm_cpu_to_active_process,NONE
0.072701,0.089353,0.0,0.089699,0.0,0.107082,0.107342,warm_cpu_to_active_process,NONE
0.07215,0.088798,0.0,0.089043,0.0,0.106504,0.106704,warm_cpu_to_active_process,NONE
0.072185,0.089261,0.0,0.089587,0.0,0.106908,0.107159,warm_cpu_to_active_process,NONE
0.072861,0.089538,0.0,0.089831,0.0,0.106908,0.107064,warm_cpu_to_active_process,NONE
0.093036,0.109573,0.0,0.10981,0.0,0.127274,0.127485,warm_cpu_to_active_process,NONE
0.079346,0.095884,0.0,0.096119,0.0,0.114063,0.114281,warm_cpu_to_active_process,NONE
0.0924,0.108872,0.0,0.109191,0.0,0.126697,0.126887,warm_cpu_to_active_process,NONE
0.077487,0.09397,0.0,0.09422,0.0,0.111321,0.111503,warm_cpu_to_active_process,NONE
0.07311,0.089412,0.0,0.08973,0.0,0.10696,0.107179,warm_cpu_to_active_process,NONE
0.070428,0.087043,0.0,0.087301,0.0,0.104665,0.104886,warm_cpu_to_active_process,NONE
0.089835,0.106502,0.0,0.106742,0.0,0.124361,0.124553,warm_cpu_to_active_process,NONE
0.071897,0.088354,0.0,0.088664,0.0,0.106252,0.106416,warm_cpu_to_active_process,NONE
0.071771,0.088933,0.0,0.08933,0.0,0.107617,0.107832,warm_cpu_to_active_process,NONE
0.070521,0.087147,0.0,0.087378,0.0,0.105317,0.105464,warm_cpu_to_active_process,NONE
0.070729,0.087017,0.0,0.087414,0.0,0.104619,0.104821,warm_cpu_to_active_process,NONE
0.073078,0.08952,0.0,0.08979,0.0,0.107448,0.107683,warm_cpu_to_active_process,NONE
0.075595,0.092054,0.0,0.092278,0.0,0.109465,0.109787,warm_cpu_to_active_process,NONE
0.07596,0.092573,0.0,0.092728,0.0,0.109988,0.110148,warm_cpu_to_active_process,NONE
0.077056,0.093385,0.0,0.093625,0.0,0.110984,0.111184,warm_cpu_to_active_process,NONE
0.088269,0.104692,0.0,0.104932,0.0,0.122384,0.122545,warm_cpu_to_active_process,NONE
0.072214,0.088641,0.0,0.088903,0.0,0.106075,0.106246,warm_cpu_to_active_process,NONE
0.078254,0.09442,0.0,0.094654,0.0,0.111937,0.112134,warm_cpu_to_active_process,NONE
0.095549,0.112255,0.0,0.112485,0.0,0.130508,0.130706,warm_cpu_to_active_process,NONE
0.078318,0.095393,0.0,0.095645,0.0,0.112924,0.113078,warm_cpu_to_active_process,NONE
0.081625,0.098076,0.0,0.09832,0.0,0.115564,0.115738,warm_cpu_to_active_process,NONE
0.072767,0.089677,0.0,0.089934,0.0,0.107671,0.10785,warm_cpu_to_active_process,NONE
0.072637,0.088898,0.0,0.089221,0.0,0.106634,0.106866,warm_cpu_to_active_process,NONE
0.073758,0.089979,0.0,0.090221,0.0,0.107502,0.107682,warm_cpu_to_active_process,NONE
0.09113,0.108139,0.0,0.108412,0.0,0.125585,0.125765,warm_cpu_to_active_process,NONE
0.085671,0.102336,0.0,0.102617,0.0,0.119964,0.120152,warm_cpu_to_active_process,NONE
0.072567,0.088919,0.0,0.089142,0.0,0.106823,0.107026,warm_cpu_to_active_process,NONE
0.070572,0.087104,0.0,0.087397,0.0,0.104908,0.105081,warm_cpu_to_active_process,NONE
0.071357,0.087709,0.0,0.088011,0.0,0.105336,0.105556,warm_cpu_to_active_process,NONE
0.092142,0.109076,0.0,0.109339,0.0,0.126948,0.127119,warm_cpu_to_active_process,NONE
0.079426,0.096334,0.0,0.096643,0.0,0.114117,0.114278,warm_cpu_to_active_process,NONE
0.077266,0.093748,0.0,0.093996,0.0,0.111483,0.111656,warm_cpu_to_active_process,NONE
0.075884,0.092248,0.0,0.092482,0.0,0.109971,0.110187,warm_cpu_to_active_process,NONE
0.071446,0.088737,0.0,0.089092,0.0,0.106373,0.106561,warm_cpu_to_active_process,NONE
0.071407,0.087814,0.0,0.088134,0.0,0.105303,0.105582,warm_cpu_to_active_process,NONE
0.076036,0.09279,0.0,0.093057,0.0,0.110417,0.110617,warm_cpu_to_active_process,NONE
0.094651,0.111247,0.0,0.111505,0.0,0.129633,0.129826,warm_cpu_to_active_process,NONE
0.079839,0.096335,0.0,0.096603,0.0,0.114024,0.114216,warm_cpu_to_active_process,NONE
