0.071175,0.087987,0.0,0.088266,0.0,0.106667,0.106838,warm_cpu_to_active_process,NONE
0.071015,0.087732,0.0,0.087954,0.0,0.106133,0.106338,warm_cpu_to_active_process,NONE
0.093475,0.109949,0.0,0.110241,0.0,0.127693,0.12787,warm_cpu_to_active_process,NONE
0.073549,0.090236,0.0,0.090507,0.0,0.108048,0.108268,warm_cpu_to_active_process,NONE
0.070779,0.087369,0.0,0.087655,0.0,0.105289,0.105471,warm_cpu_to_active_process,NONE
0.10241,0.118986,0.0,0.119247,0.0,0.137482,0.137647,warm_cpu_to_active_process,NONE
0.085609,0.102044,0.0,0.10229,0.0,0.119841,0.120026,warm_cpu_to_active_process,NONE
0.072453,0.089306,0.0,0.08953,0.0,0.106821,0.107069,warm_cpu_to_active_process,NONE
0.072079,0.089155,0.0,0.08947,0.0,0.107373,0.10754,warm_cpu_to_active_process,NONE
0.072699,0.088998,0.0,0.089318,0.0,0.107092,0.107319,warm_cpu_to_active_process,NONE
0.074846,0.093769,0.0,0.094226,0.0,0.111579,0.111741,warm_cpu_to_active_process,NONE
0.083543,0.100103,0.0,0.10033,0.0,0.117645,0.11782,warm_cpu_to_active_process,NONE
0.087197,0.103633,0.0,0.103864,0.0,0.121427,0.121637,warm_cpu_to_active_process,NONE
0.075848,0.093574,0.0,0.094001,0.0,0.111296,0.1116,warm_cpu_to_active_process,NONE
0.071911,0.088244,0.0,0.088562,0.0,0.106497,0.106711,warm_cpu_to_active_process,NONE
0.071156,0.087442,0.0,0.087664,0.0,0.104986,0.105152,warm_cpu_to_active_process,NONE
0.085203,0.101613,0.0,0.101847,0.0,0.119082,0.119266,warm_cpu_to_active_process,NONE
0.070421,0.086858,0.0,0.087164,0.0,0.104598,0.104801,warm_cpu_to_active_process,NONE
0.089217,0.105723,0.0,0.105997,0.0,0.123282,0.123441,warm_cpu_to_active_process,NONE
0.070282,0.086654,0.0,0.086974,0.0,0.104376,0.104572,warm_cpu_to_active_process,NONE
0.083895,0.100716,0.0,0.100965,0.0,0.118754,0.11896,warm_cpu_to_active_process,NONE
0.074384,0.091204,0.0,0.091428,0.0,0.109165,0.109379,warm_cpu_to_active_process,NONE
0.095369,0.111852,0.0,0.112155,0.0,0.129523,0.129698,warm_cpu_to_active_process,NONE
0.07079,0.087228,0.0,0.087535,0.0,0.104955,0.105161,warm_cpu_to_active_process,NONE
0.074578,0.091133,0.0,0.09148,0.0,0.10947,0.10974,warm_cpu_to_active_process,NONE
0.090648,0.107542,0.0,0.10786,0.0,0.125309,0.125457,warm_cpu_to_active_process,NONE
0.082077,0.098781,0.0,0.099042,0.0,0.116591,0.116789,warm_cpu_to_active_process,NONE
0.09433,0.110719,0.0,0.110964,0.0,0.12842,0.12857,warm_cpu_to_active_process,NONE
0.085596,0.10204,0.0,0.102292,0.0,0.119818,0.119983,warm_cpu_to_active_process,NONE
0.072731,0.08907,0.0,0.08948,0.0,0.106455,0.106666,warm_cpu_to_active_process,NONE
0.070548,0.087025,0.0,0.087248,0.0,0.105113,0.105325,warm_cpu_to_active_process,NONE
0.088811,0.105734,0.0,0.106006,0.0,0.124227,0.124475,warm_cpu_to_active_process,NONE
0.082047,0.098687,0.0,0.098947,0.0,0.116476,0.116617,warm_cpu_to_active_process,NONE
0.079493,0.095819,0.0,0.096094,0.0,0.113875,0.11404,warm_cpu_to_active_process,NONE
0.070971,0.08754,0.0,0.087846,0.0,0.105159,0.105389,warm_cpu_to_active_process,NONE
0.090021,0.106501,0.0,0.106752,0.0,0.124486,0.12466,warm_cpu_to_active_process,NONE
0.088254,0.104727,0.0,0.10498,0.0,0.12264,0.122817,warm_cpu_to_active_process,NONE
0.071648,0.088008,0.0,0.088333,0.0,0.105612,0.10581,warm_cpu_to_active_process,NONE
0.072011,0.088389,0.0,0.088659,0.0,0.105678,0.105838,warm_cpu_to_active_process,NONE
0.070622,0.087329,0.0,0.087692,0.0,0.104813,0.105003,warm_cpu_to_active_process,NONE
0.071367,0.088255,0.0,0.08861,0.0,0.10563,0.10579,warm_cpu_to_active_process,NONE
0.077765,0.094467,0.0,0.09477,0.0,0.113123,0.113307,warm_cpu_to_active_process,NONE
0.072019,0.088818,0.0,0.089,0.0,0.106661,0.106872,warm_cpu_to_active_process,NONE
0.096155,0.113111,0.0,0.113363,0.0,0.131132,0.131304,warm_cpu_to_active_process,NONE
0.071639,0.088084,0.0,0.088402,0.0,0.105617,0.105794,warm_cpu_to_active_process,NONE
0.094981,0.111949,0.0,0.112204,0.0,0.130034,0.130205,warm_cpu_to_active_process,NONE
0.075221,0.09156,0.0,0.091814,0.0,0.109824,0.110012,warm_cpu_to_active_process,NONE
0.071657,0.088198,0.0,0.088435,0.0,0.105851,0.106063,warm_cpu_to_active_process,NONE
0.100047,0.116586,0.0,0.116857,0.0,0.13422,0.134363,warm_cpu_to_active_process,NONE
0.070837,0.087285,0.0,0.087602,0.0,0.104767,0.104997,warm_cpu_to_active_process,NONE
0.084045,0.100523,0.0,0.100826,0.0,0.100846,0.753271,respond_time_warm_cpu,360P
0.083014,0.099708,0.0,0.100025,0.0,0.100044,0.787809,respond_time_warm_cpu,360P
0.077259,0.093785,0.0,0.094095,0.0,0.094114,0.800095,respond_time_warm_cpu,360P
0.076996,0.093757,0.0,0.094103,0.0,0.094124,0.797333,respond_time_warm_cpu,360P
0.070643,0.087066,0.0,0.087453,0.0,0.087479,0.78015,respond_time_warm_cpu,360P
0.086778,0.103103,0.0,0.103446,0.0,0.103465,0.190495,respond_time_warm_cpu,360P
0.070575,0.087235,0.0,0.087707,0.0,0.087742,0.175777,respond_time_warm_cpu,360P
0.07594,0.09244,0.0,0.092734,0.0,0.092754,0.179673,respond_time_warm_cpu,360P
0.106851,0.12374,0.0,0.124129,0.0,0.124147,0.211728,respond_time_warm_cpu,360P
0.071056,0.087293,0.0,0.087684,0.0,0.087711,0.175151,respond_time_warm_cpu,360P
0.072593,0.089207,0.0,0.089699,0.0,0.089733,0.178273,respond_time_warm_cpu,360P
0.083717,0.100137,0.0,0.10045,0.0,0.100468,0.188304,respond_time_warm_cpu,360P
0.090933,0.10729,0.0,0.107614,0.0,0.107634,0.194218,respond_time_warm_cpu,360P
0.072411,0.088998,0.0,0.089338,0.0,0.08936,0.176457,respond_time_warm_cpu,360P
0.071039,0.087565,0.0,0.08808,0.0,0.088108,0.175227,respond_time_warm_cpu,360P
0.082176,0.098516,0.0,0.09883,0.0,0.09885,0.186754,respond_time_warm_cpu,360P
0.075472,0.091894,0.0,0.092198,0.0,0.092224,0.181667,respond_time_warm_cpu,360P
0.07245,0.089085,0.0,0.089496,0.0,0.089521,0.177617,respond_time_warm_cpu,360P
0.0718,0.088349,0.0,0.088668,0.0,0.088687,0.175756,respond_time_warm_cpu,360P
0.071504,0.087703,0.0,0.0881,0.0,0.088122,0.175498,respond_time_warm_cpu,360P
0.070621,0.087147,0.0,0.087438,0.0,0.087455,0.17564,respond_time_warm_cpu,360P
0.08246,0.099118,0.0,0.099416,0.0,0.099433,0.18694,respond_time_warm_cpu,360P
0.072021,0.088674,0.0,0.089092,0.0,0.089124,0.176777,respond_time_warm_cpu,360P
0.071682,0.088365,0.0,0.088705,0.0,0.088727,0.176509,respond_time_warm_cpu,360P
0.071643,0.08822,0.0,0.088607,0.0,0.088632,0.18629,respond_time_warm_cpu,360P
0.073598,0.090578,0.0,0.090789,0.0,0.090805,0.178912,respond_time_warm_cpu,360P
0.082988,0.099849,0.0,0.10014,0.0,0.100158,0.187915,respond_time_warm_cpu,360P
0.079207,0.095881,0.0,0.096269,0.0,0.096294,0.184974,respond_time_warm_cpu,360P
